,From,To,DateTime,Duration.seconds.,Cell.Tower
2057,199,35,6/3/2006 8:07,1148,22
2058,66,159,6/3/2006 8:08,1201,29
2059,117,12,6/3/2006 8:08,1247,28
2060,158,357,6/3/2006 8:08,1018,22
2061,173,40,6/3/2006 8:08,1378,15
2062,101,30,6/3/2006 8:10,1541,19
2063,136,254,6/3/2006 8:12,1181,10
2064,75,30,6/3/2006 8:14,1072,15
2065,248,336,6/3/2006 8:15,1711,16
2066,335,14,6/3/2006 8:19,1303,1
2067,68,323,6/3/2006 8:22,1298,16
2068,111,42,6/3/2006 8:22,1211,29
2069,8,195,6/3/2006 8:23,1507,12
2070,157,5,6/3/2006 8:23,1249,1
2071,269,240,6/3/2006 8:24,1226,6
2072,346,1,6/3/2006 8:24,919,15
2073,303,131,6/3/2006 8:25,1230,7
2074,238,7,6/3/2006 8:26,1498,29
2075,255,87,6/3/2006 8:26,946,28
2076,333,41,6/3/2006 8:29,533,4
2077,103,247,6/3/2006 8:30,1584,4
2078,317,30,6/3/2006 8:30,1196,11
2079,228,92,6/3/2006 8:31,1377,2
2080,364,260,6/3/2006 8:31,845,1
2081,135,0,6/3/2006 8:33,588,13
2082,244,287,6/3/2006 8:33,1386,1
2083,206,237,6/3/2006 8:35,1193,21
2084,249,18,6/3/2006 8:38,618,28
2085,259,119,6/3/2006 8:39,975,12
2086,319,225,6/3/2006 8:40,2164,11
2087,353,89,6/3/2006 8:40,1233,12
2088,289,45,6/3/2006 8:42,795,4
2089,43,14,6/3/2006 8:43,1700,24
2090,259,119,6/3/2006 8:44,1309,12
2091,237,206,6/3/2006 8:49,717,4
2092,301,0,6/3/2006 8:49,1173,15
2093,359,96,6/3/2006 8:49,1450,25
2094,203,165,6/3/2006 8:53,843,22
2095,373,61,6/3/2006 8:55,1773,29
2096,290,167,6/3/2006 8:57,1141,10
2097,308,198,6/3/2006 8:57,1097,16
2098,161,235,6/3/2006 8:59,1078,10
2099,261,0,6/3/2006 9:04,1102,9
2100,103,137,6/3/2006 9:05,1080,4
2101,135,12,6/3/2006 9:08,758,29
2102,153,1,6/3/2006 9:08,1044,10
2103,272,251,6/3/2006 9:12,794,11
2104,49,370,6/3/2006 9:13,1212,13
2105,186,115,6/3/2006 9:13,1150,19
2106,235,161,6/3/2006 9:14,1247,25
2107,75,128,6/3/2006 9:15,1247,15
2108,50,68,6/3/2006 9:17,837,15
2109,191,178,6/3/2006 9:17,1152,22
2110,359,118,6/3/2006 9:18,1311,25
2111,63,15,6/3/2006 9:19,1143,11
2112,184,5,6/3/2006 9:19,1520,2
2113,396,31,6/3/2006 9:19,641,18
2114,248,336,6/3/2006 9:22,1117,16
2115,21,141,6/3/2006 9:23,1363,9
2116,68,50,6/3/2006 9:23,954,16
2117,81,23,6/3/2006 9:23,606,7
2118,129,21,6/3/2006 9:23,1537,28
2119,210,1,6/3/2006 9:26,886,27
2120,308,198,6/3/2006 9:26,1032,29
2121,277,220,6/3/2006 9:27,485,16
2122,150,5,6/3/2006 9:28,1534,16
2123,173,40,6/3/2006 9:28,840,28
2124,276,40,6/3/2006 9:28,691,29
2125,146,322,6/3/2006 9:32,1632,1
2126,182,13,6/3/2006 9:34,1234,29
2127,291,194,6/3/2006 9:35,1239,28
2128,58,38,6/3/2006 9:38,1659,17
2129,294,87,6/3/2006 9:38,699,22
2130,315,32,6/3/2006 9:38,916,28
2131,14,39,6/3/2006 9:39,765,10
2132,146,9,6/3/2006 9:39,1233,1
2133,47,24,6/3/2006 9:40,1240,28
2134,229,185,6/3/2006 9:41,1399,15
2135,319,225,6/3/2006 9:42,1467,11
2136,315,361,6/3/2006 9:43,974,28
2137,9,251,6/3/2006 9:44,1429,25
2138,290,167,6/3/2006 9:44,917,10
2139,116,16,6/3/2006 9:45,636,11
2140,131,23,6/3/2006 9:46,1308,22
2141,0,15,6/3/2006 9:47,1089,21
2142,346,120,6/3/2006 9:47,1159,15
2143,319,222,6/3/2006 9:51,1553,11
2144,390,226,6/3/2006 9:51,1538,22
2145,349,7,6/3/2006 9:53,868,1
2146,135,0,6/3/2006 9:55,920,13
2147,176,148,6/3/2006 9:57,1050,15
2148,7,159,6/3/2006 9:59,1105,16
2149,141,21,6/3/2006 9:59,1721,11
2150,1,94,6/3/2006 10:00,776,11
2151,114,87,6/3/2006 10:01,499,9
2152,148,176,6/3/2006 10:02,1181,11
2153,316,52,6/3/2006 10:03,1595,4
2154,73,122,6/3/2006 10:04,708,21
2155,369,320,6/3/2006 10:07,1652,25
2156,66,14,6/3/2006 10:08,642,29
2157,283,37,6/3/2006 10:08,1644,11
2158,131,303,6/3/2006 10:10,972,22
2159,139,318,6/3/2006 10:10,909,24
2160,184,49,6/3/2006 10:11,1154,13
2161,20,120,6/3/2006 10:12,1453,30
2162,197,4,6/3/2006 10:13,710,29
2163,308,175,6/3/2006 10:14,1014,29
2164,312,38,6/3/2006 10:15,1290,29
2165,161,6,6/3/2006 10:16,1056,30
2166,305,350,6/3/2006 10:16,954,19
2167,196,368,6/3/2006 10:17,1001,11
2168,349,7,6/3/2006 10:17,2006,1
2169,380,363,6/3/2006 10:17,705,29
2170,55,164,6/3/2006 10:19,1089,27
2171,362,94,6/3/2006 10:19,1058,9
2172,363,42,6/3/2006 10:20,555,29
2173,125,94,6/3/2006 10:21,769,12
2174,145,1,6/3/2006 10:21,1112,12
2175,219,146,6/3/2006 10:21,730,21
2176,263,185,6/3/2006 10:24,1942,30
2177,10,79,6/3/2006 10:25,975,30
2178,186,220,6/3/2006 10:27,1867,19
2179,224,71,6/3/2006 10:27,1369,25
2180,72,172,6/3/2006 10:29,950,27
2181,282,199,6/3/2006 10:29,1116,14
2182,308,198,6/3/2006 10:30,1547,29
2183,74,44,6/3/2006 10:31,1195,16
2184,56,163,6/3/2006 10:32,1106,22
2185,394,199,6/3/2006 10:32,1214,11
2186,137,5,6/3/2006 10:33,1018,15
2187,232,172,6/3/2006 10:34,1077,30
2188,342,158,6/3/2006 10:34,1052,13
2189,113,5,6/3/2006 10:36,824,15
2190,237,1,6/3/2006 10:36,1237,4
2191,75,102,6/3/2006 10:37,1519,15
2192,119,38,6/3/2006 10:37,1182,14
2193,145,0,6/3/2006 10:38,1713,12
2194,299,52,6/3/2006 10:38,1365,16
2195,78,52,6/3/2006 10:39,793,16
2196,85,156,6/3/2006 10:39,1270,7
2197,276,1,6/3/2006 10:41,1298,29
2198,344,61,6/3/2006 10:41,1106,23
2199,7,159,6/3/2006 10:42,1076,16
2200,108,13,6/3/2006 10:45,1317,28
2201,149,138,6/3/2006 10:45,714,15
2202,310,54,6/3/2006 10:45,908,15
2203,331,134,6/3/2006 10:49,1087,15
2204,333,375,6/3/2006 10:50,1306,4
2205,45,4,6/3/2006 10:51,713,12
2206,191,120,6/3/2006 10:52,845,22
2207,371,1,6/3/2006 10:53,1104,22
2208,212,123,6/3/2006 10:54,894,13
2209,326,90,6/3/2006 10:54,1548,7
2210,41,250,6/3/2006 10:55,1255,28
2211,52,354,6/3/2006 10:55,736,3
2212,151,1,6/3/2006 10:55,1072,6
2213,357,341,6/3/2006 10:56,929,17
2214,15,101,6/3/2006 10:57,1037,23
2215,54,264,6/3/2006 10:58,1506,29
2216,305,293,6/3/2006 11:02,659,6
2217,73,37,6/3/2006 11:03,1094,21
2218,226,390,6/3/2006 11:04,1392,15
2219,342,158,6/3/2006 11:04,1745,13
2220,142,81,6/3/2006 11:05,1270,29
2221,371,60,6/3/2006 11:06,736,19
2222,334,1,6/3/2006 11:07,1147,11
2223,158,175,6/3/2006 11:08,889,22
2224,330,325,6/3/2006 11:09,1195,27
2225,255,10,6/3/2006 11:11,738,4
2226,260,284,6/3/2006 11:11,840,28
2227,85,0,6/3/2006 11:13,968,30
2228,170,234,6/3/2006 11:14,1209,25
2229,144,54,6/3/2006 11:16,1336,16
2230,192,320,6/3/2006 11:17,1036,10
2231,323,68,6/3/2006 11:18,1632,10
2232,385,179,6/3/2006 11:18,1406,19
2233,173,40,6/3/2006 11:19,1144,15
2234,146,243,6/3/2006 11:20,1623,1
2235,338,158,6/3/2006 11:20,1290,21
2236,6,21,6/3/2006 11:21,1294,16
2237,377,92,6/3/2006 11:21,350,13
2238,280,199,6/3/2006 11:23,725,29
2239,20,92,6/3/2006 11:29,776,30
2240,43,4,6/3/2006 11:29,979,15
2241,382,350,6/3/2006 11:29,294,29
2242,27,392,6/3/2006 11:30,779,8
2243,399,3,6/3/2006 11:30,1220,4
2244,55,13,6/3/2006 11:32,823,27
2245,117,377,6/3/2006 11:32,1231,28
2246,366,5,6/3/2006 11:32,1322,7
2247,116,1,6/3/2006 11:33,1429,11
2248,231,267,6/3/2006 11:33,851,13
2249,302,109,6/3/2006 11:33,1107,15
2250,78,331,6/3/2006 11:35,1314,4
2251,20,151,6/3/2006 11:36,872,30
2252,85,86,6/3/2006 11:36,1282,7
2253,324,18,6/3/2006 11:38,726,22
2254,31,396,6/3/2006 11:41,1740,30
2255,129,48,6/3/2006 11:41,1051,28
2256,152,329,6/3/2006 11:45,523,15
2257,176,148,6/3/2006 11:45,1359,15
2258,264,229,6/3/2006 11:46,1093,29
2259,106,79,6/3/2006 11:47,579,1
2260,48,395,6/3/2006 11:48,1218,28
2261,151,192,6/3/2006 11:48,769,23
2262,188,70,6/3/2006 11:52,1409,29
2263,246,16,6/3/2006 11:52,1040,7
2264,383,5,6/3/2006 11:52,655,10
2265,224,34,6/3/2006 11:53,1292,25
2266,13,108,6/3/2006 11:57,1099,11
2267,144,298,6/3/2006 11:57,1350,16
2268,350,305,6/3/2006 11:57,1286,24
2269,36,53,6/3/2006 12:00,532,28
2270,178,191,6/3/2006 12:03,693,9
2271,224,34,6/3/2006 12:03,1281,25
2272,233,53,6/3/2006 12:03,1023,11
2273,379,317,6/3/2006 12:03,948,1
2274,114,5,6/3/2006 12:06,1047,9
2275,126,42,6/3/2006 12:06,829,8
2276,349,23,6/3/2006 12:06,1285,1
2277,223,160,6/3/2006 12:07,1358,15
2278,221,202,6/3/2006 12:09,480,27
2279,335,14,6/3/2006 12:10,1317,10
2280,106,79,6/3/2006 12:12,1295,1
2281,203,165,6/3/2006 12:13,1161,20
2282,398,204,6/3/2006 12:13,1184,16
2283,298,144,6/3/2006 12:14,698,21
2284,341,357,6/3/2006 12:15,503,20
2285,161,6,6/3/2006 12:17,914,30
2286,288,56,6/3/2006 12:19,729,30
2287,168,226,6/3/2006 12:21,1309,22
2288,162,273,6/3/2006 12:22,841,30
2289,334,1,6/3/2006 12:22,1299,11
2290,319,225,6/3/2006 12:23,1673,11
2291,369,174,6/3/2006 12:23,1280,22
2292,122,23,6/3/2006 12:26,1439,24
2293,312,275,6/3/2006 12:26,890,29
2294,381,199,6/3/2006 12:26,1273,9
2295,133,21,6/3/2006 12:28,1129,22
2296,20,223,6/3/2006 12:29,1172,30
2297,326,90,6/3/2006 12:29,1125,7
2298,355,0,6/3/2006 12:30,1195,28
2299,128,14,6/3/2006 12:31,866,11
2300,9,277,6/3/2006 12:34,1195,17
2301,284,260,6/3/2006 12:34,927,19
2302,104,83,6/3/2006 12:35,535,7
2303,59,113,6/3/2006 12:37,1772,15
2304,127,43,6/3/2006 12:37,1891,3
2305,88,79,6/3/2006 12:39,1134,29
2306,89,1,6/3/2006 12:39,908,11
2307,344,61,6/3/2006 12:39,1393,23
2308,379,317,6/3/2006 12:39,1086,1
2309,352,3,6/3/2006 12:40,1526,29
2310,51,275,6/3/2006 12:41,725,16
2311,70,5,6/3/2006 12:41,1084,22
2312,195,245,6/3/2006 12:43,683,15
2313,197,1,6/3/2006 12:46,611,29
2314,86,85,6/3/2006 12:47,986,4
2315,227,28,6/3/2006 12:47,665,16
2316,70,244,6/3/2006 12:50,852,22
2317,102,15,6/3/2006 12:50,1284,13
2318,244,287,6/3/2006 12:51,724,1
2319,117,110,6/3/2006 12:52,1240,28
2320,249,18,6/3/2006 12:52,903,28
2321,62,365,6/3/2006 12:53,1118,4
2322,103,137,6/3/2006 12:54,997,4
2323,118,196,6/3/2006 12:58,1167,6
2324,288,2,6/3/2006 12:59,1416,30
2325,14,1,6/3/2006 13:00,1683,10
2326,135,0,6/3/2006 13:00,1457,13
2327,334,302,6/3/2006 13:01,787,11
2328,358,392,6/3/2006 13:01,928,30
2329,122,73,6/3/2006 13:02,1338,24
2330,242,1,6/3/2006 13:02,593,11
2331,263,9,6/3/2006 13:02,1078,30
2332,62,93,6/3/2006 13:05,1046,4
2333,207,162,6/3/2006 13:05,1273,24
2334,131,303,6/3/2006 13:07,767,22
2335,63,1,6/3/2006 13:08,1374,11
2336,62,20,6/3/2006 13:09,1087,24
2337,82,103,6/3/2006 13:09,1093,13
2338,341,112,6/3/2006 13:10,707,21
2339,24,47,6/3/2006 13:14,950,30
2340,286,92,6/3/2006 13:14,1136,11
2341,40,173,6/3/2006 13:15,2171,1
2342,186,58,6/3/2006 13:15,1481,19
2343,313,97,6/3/2006 13:15,1036,13
2344,355,14,6/3/2006 13:16,937,28
2345,178,23,6/3/2006 13:18,980,11
2346,123,212,6/3/2006 13:20,829,25
2347,146,13,6/3/2006 13:20,955,1
2348,59,113,6/3/2006 13:21,1434,15
2349,171,95,6/3/2006 13:23,1458,13
2350,82,49,6/3/2006 13:26,1076,13
2351,299,52,6/3/2006 13:27,696,16
2352,203,42,6/3/2006 13:30,1528,20
2353,364,379,6/3/2006 13:31,1124,1
2354,48,154,6/3/2006 13:33,698,28
2355,340,14,6/3/2006 13:33,866,11
2356,193,3,6/3/2006 13:35,1281,22
2357,244,1,6/3/2006 13:35,409,1
2358,358,392,6/3/2006 13:37,1492,30
2359,39,14,6/3/2006 13:39,813,9
2360,149,144,6/3/2006 13:39,791,15
2361,295,3,6/3/2006 13:39,1229,6
2362,383,92,6/3/2006 13:41,1548,7
2363,50,93,6/3/2006 13:43,859,15
2364,229,24,6/3/2006 13:44,1023,15
2365,376,292,6/3/2006 13:44,1286,22
2366,229,318,6/3/2006 13:45,1244,13
2367,113,347,6/3/2006 13:47,1056,15
2368,51,187,6/3/2006 13:48,1356,16
2369,184,5,6/3/2006 13:49,1051,2
2370,214,17,6/3/2006 13:49,640,29
2371,235,158,6/3/2006 13:50,1429,23
2372,275,312,6/3/2006 13:52,879,30
2373,75,30,6/3/2006 13:53,909,15
2374,83,110,6/3/2006 13:53,753,30
2375,277,220,6/3/2006 13:53,828,16
2376,136,60,6/3/2006 13:54,1851,29
2377,283,345,6/3/2006 13:54,977,9
2378,267,5,6/3/2006 13:55,1056,30
2379,292,376,6/3/2006 13:55,1407,11
2380,26,5,6/3/2006 13:57,936,12
2381,156,85,6/3/2006 13:57,663,21
2382,275,51,6/3/2006 13:57,379,30
2383,133,21,6/3/2006 14:00,1190,22
2384,228,92,6/3/2006 14:03,1458,2
2385,44,32,6/3/2006 14:06,931,21
2386,182,38,6/3/2006 14:07,877,13
2387,226,168,6/3/2006 14:09,994,15
2388,125,27,6/3/2006 14:10,1280,12
2389,204,398,6/3/2006 14:10,1359,8
2390,214,140,6/3/2006 14:12,1130,29
2391,362,1,6/3/2006 14:15,505,9
2392,370,49,6/3/2006 14:16,831,1
2393,378,275,6/3/2006 14:16,782,30
2394,254,6,6/3/2006 14:17,1364,11
2395,34,224,6/3/2006 14:18,1481,15
2396,43,4,6/3/2006 14:18,1322,24
2397,262,137,6/3/2006 14:18,1139,22
2398,302,109,6/3/2006 14:20,1086,15
2399,90,110,6/3/2006 14:23,1211,30
2400,265,32,6/3/2006 14:23,926,29
2401,365,62,6/3/2006 14:23,874,15
2402,259,119,6/3/2006 14:24,627,12
2403,343,52,6/3/2006 14:24,1295,30
2404,134,256,6/3/2006 14:25,867,23
2405,149,144,6/3/2006 14:25,471,15
2406,342,158,6/3/2006 14:25,729,29
2407,74,9,6/3/2006 14:26,929,16
2408,6,254,6/3/2006 14:27,972,29
2409,9,277,6/3/2006 14:29,1252,17
2410,171,51,6/3/2006 14:30,970,13
2411,184,5,6/3/2006 14:30,1183,2
2412,207,162,6/3/2006 14:31,1350,24
2413,118,359,6/3/2006 14:32,1393,30
2414,235,161,6/3/2006 14:33,711,23
2415,74,9,6/3/2006 14:34,939,16
2416,230,8,6/3/2006 14:34,1494,28
2417,187,51,6/3/2006 14:35,1475,30
2418,222,24,6/3/2006 14:36,780,30
2419,139,3,6/3/2006 14:40,1493,1
2420,222,24,6/3/2006 14:40,905,10
2421,321,3,6/3/2006 14:40,771,4
2422,0,32,6/3/2006 14:41,1097,21
2423,88,79,6/3/2006 14:42,587,29
2424,82,103,6/3/2006 14:43,1118,13
2425,375,333,6/3/2006 14:44,820,15
2426,16,166,6/3/2006 14:45,497,11
2427,29,188,6/3/2006 14:46,1255,8
2428,194,5,6/3/2006 14:47,1091,14
2429,194,5,6/3/2006 14:48,976,14
2430,15,14,6/3/2006 14:50,997,7
2431,21,260,6/3/2006 14:50,1379,29
2432,51,307,6/3/2006 14:50,1182,11
2433,136,344,6/3/2006 14:51,868,29
2434,380,120,6/3/2006 14:51,683,29
2435,113,364,6/3/2006 14:52,1363,15
2436,181,19,6/3/2006 14:52,921,15
2437,250,41,6/3/2006 14:52,804,16
2438,17,382,6/3/2006 14:53,1007,15
2439,141,0,6/3/2006 14:55,750,15
2440,286,92,6/3/2006 14:57,1536,15
2441,162,207,6/3/2006 14:58,1236,30
2442,291,194,6/3/2006 14:58,714,28
2443,203,165,6/3/2006 14:59,1268,22
2444,330,325,6/3/2006 14:59,1287,27
2445,339,26,6/3/2006 14:59,1121,11
2446,383,5,6/3/2006 14:59,1207,10
2447,195,245,6/3/2006 15:01,1623,15
2448,326,5,6/3/2006 15:01,829,7
2449,26,295,6/3/2006 15:03,235,12
2450,53,88,6/3/2006 15:04,923,16
2451,343,1,6/3/2006 15:04,813,9
2452,1,99,6/3/2006 15:05,724,11
2453,43,14,6/3/2006 15:05,1160,15
2454,123,212,6/3/2006 15:05,1157,25
2455,27,2,6/3/2006 15:07,1479,8
2456,58,186,6/3/2006 15:07,1040,17
2457,17,11,6/3/2006 15:08,934,15
2458,81,142,6/3/2006 15:11,800,7
2459,174,158,6/3/2006 15:12,1170,30
2460,190,266,6/3/2006 15:14,1055,9
2461,263,9,6/3/2006 15:15,695,30
2462,111,41,6/3/2006 15:16,725,29
2463,303,131,6/3/2006 15:16,1125,26
2464,83,61,6/3/2006 15:17,1375,12
2465,169,61,6/3/2006 15:22,1631,28
2466,254,136,6/3/2006 15:22,1495,11
2467,374,157,6/3/2006 15:23,781,16
2468,8,16,6/3/2006 15:25,1049,29
2469,76,71,6/3/2006 15:27,809,29
2470,185,91,6/3/2006 15:27,991,13
2471,88,79,6/3/2006 15:28,1405,29
2472,119,271,6/3/2006 15:29,1106,20
2473,281,137,6/3/2006 15:29,492,28
2474,131,283,6/3/2006 15:35,1456,22
2475,380,363,6/3/2006 15:36,1082,29
2476,235,158,6/3/2006 15:38,851,25
2477,290,92,6/3/2006 15:38,1018,10
2478,158,338,6/3/2006 15:39,1360,22
2479,231,267,6/3/2006 15:39,1068,13
2480,333,375,6/3/2006 15:40,1609,4
2481,248,7,6/3/2006 15:44,871,16
2482,43,127,6/3/2006 15:46,1079,24
2483,358,103,6/3/2006 15:47,1044,30
2484,5,200,6/3/2006 15:48,998,30
2485,282,13,6/3/2006 15:49,1339,14
2486,32,0,6/3/2006 15:50,1300,29
2487,119,259,6/3/2006 15:50,949,20
2488,108,7,6/3/2006 15:53,1073,9
2489,192,151,6/3/2006 15:56,917,11
2490,216,12,6/3/2006 15:56,1595,29
2491,305,293,6/3/2006 15:57,889,19
2492,137,20,6/3/2006 15:58,611,29
2493,362,1,6/3/2006 15:58,1094,9
2494,304,4,6/3/2006 15:59,802,15
2495,14,355,6/3/2006 16:00,1039,10
2496,41,73,6/3/2006 16:02,1219,28
2497,287,244,6/3/2006 16:02,870,11
2498,339,26,6/3/2006 16:02,1617,11
2499,28,5,6/3/2006 16:04,884,22
2500,80,1,6/3/2006 16:04,1171,12
2501,276,1,6/3/2006 16:04,1402,29
2502,323,202,6/3/2006 16:04,1138,29
2503,317,30,6/3/2006 16:05,1404,11
2504,225,319,6/3/2006 16:06,694,30
2505,66,372,6/3/2006 16:07,1255,29
2506,175,158,6/3/2006 16:07,1202,30
2507,315,56,6/3/2006 16:09,1164,28
2508,70,188,6/3/2006 16:10,907,20
2509,287,244,6/3/2006 16:10,737,11
2510,252,54,6/3/2006 16:11,1444,29
2511,90,110,6/3/2006 16:12,802,15
2512,229,264,6/3/2006 16:14,1037,13
2513,280,199,6/3/2006 16:14,1285,29
2514,337,41,6/3/2006 16:14,1226,28
2515,256,1,6/3/2006 16:15,1145,14
2516,227,296,6/3/2006 16:16,789,16
2517,172,297,6/3/2006 16:17,472,9
2518,185,91,6/3/2006 16:17,567,13
2519,395,48,6/3/2006 16:17,968,11
2520,305,293,6/3/2006 16:18,900,6
2521,355,0,6/3/2006 16:18,1385,15
2522,63,1,6/3/2006 16:20,1282,11
2523,255,87,6/3/2006 16:20,1472,28
2524,19,1,6/3/2006 16:22,1266,30
2525,165,34,6/3/2006 16:22,1269,29
2526,21,133,6/3/2006 16:23,803,9
2527,39,23,6/3/2006 16:23,1587,9
2528,118,55,6/3/2006 16:23,568,6
2529,42,0,6/3/2006 16:25,1424,16
2530,191,120,6/3/2006 16:25,789,22
2531,372,89,6/3/2006 16:25,877,13
2532,383,5,6/3/2006 16:26,935,10
2533,120,20,6/3/2006 16:27,1308,15
2534,314,250,6/3/2006 16:30,1738,27
2535,161,54,6/3/2006 16:31,925,10
2536,174,221,6/3/2006 16:31,1652,30
2537,259,119,6/3/2006 16:31,1477,30
2538,310,54,6/3/2006 16:33,1393,28
2539,54,310,6/3/2006 16:36,1154,29
2540,124,9,6/3/2006 16:36,1854,1
2541,232,40,6/3/2006 16:36,1184,30
2542,37,5,6/3/2006 16:37,1726,22
2543,308,198,6/3/2006 16:37,922,29
2544,65,32,6/3/2006 16:38,1208,9
2545,249,138,6/3/2006 16:38,984,28
2546,149,144,6/3/2006 16:39,888,15
2547,27,2,6/3/2006 16:43,1304,8
2548,134,1,6/3/2006 16:44,672,23
2549,181,19,6/3/2006 16:45,1402,29
2550,292,96,6/3/2006 16:45,1304,13
2551,302,109,6/3/2006 16:45,847,15
2552,292,1,6/3/2006 16:46,1515,11
2553,199,282,6/3/2006 16:47,1082,22
2554,61,393,6/3/2006 16:48,590,28
2555,56,315,6/3/2006 16:49,1096,22
2556,69,387,6/3/2006 16:49,578,7
2557,316,52,6/3/2006 16:49,1126,4
2558,355,14,6/3/2006 16:49,1592,28
2559,38,119,6/3/2006 16:50,1273,1
2560,255,87,6/3/2006 16:53,701,4
2561,288,56,6/3/2006 16:54,1691,30
2562,51,307,6/3/2006 16:55,1398,11
2563,177,70,6/3/2006 16:56,1225,21
2564,297,172,6/3/2006 16:56,1400,22
2565,2,68,6/3/2006 16:58,1321,29
2566,204,93,6/3/2006 16:58,772,8
2567,368,197,6/3/2006 16:58,1099,12
2568,81,41,6/3/2006 17:01,1353,7
2569,8,195,6/3/2006 17:04,978,12
2570,169,61,6/3/2006 17:04,1301,4
2571,372,89,6/3/2006 17:04,646,27
2572,396,81,6/3/2006 17:05,1052,18
2573,391,211,6/3/2006 17:06,789,30
2574,363,134,6/3/2006 17:08,1256,29
2575,341,112,6/3/2006 17:10,1506,21
2576,226,390,6/3/2006 17:11,896,15
2577,266,190,6/3/2006 17:12,1539,11
2578,281,137,6/3/2006 17:12,705,29
2579,227,1,6/3/2006 17:13,1011,29
2580,359,96,6/3/2006 17:13,1533,25
2581,395,48,6/3/2006 17:14,1132,11
2582,157,5,6/3/2006 17:15,1025,1
2583,317,30,6/3/2006 17:15,780,11
2584,39,23,6/3/2006 17:17,1051,9
2585,314,5,6/3/2006 17:19,677,27
2586,128,14,6/3/2006 17:24,935,11
2587,150,67,6/3/2006 17:26,1336,16
2588,399,3,6/3/2006 17:26,1082,4
2589,331,134,6/3/2006 17:27,1012,15
2590,399,90,6/3/2006 17:27,1110,4
2591,152,69,6/3/2006 17:29,1187,15
2592,344,61,6/3/2006 17:29,625,23
2593,385,179,6/3/2006 17:29,668,19
2594,75,177,6/3/2006 17:30,951,15
2595,330,325,6/3/2006 17:30,1108,27
2596,346,120,6/3/2006 17:31,855,28
2597,246,5,6/3/2006 17:32,483,17
2598,273,162,6/3/2006 17:34,1010,29
2599,312,275,6/3/2006 17:34,932,29
2600,46,242,6/3/2006 17:35,374,30
2601,61,97,6/3/2006 17:38,1611,28
2602,204,398,6/3/2006 17:38,1135,8
2603,348,163,6/3/2006 17:38,1359,23
2604,381,12,6/3/2006 17:38,870,9
2605,174,369,6/3/2006 17:39,1551,30
2606,258,132,6/3/2006 17:39,1832,29
2607,349,23,6/3/2006 17:39,1589,1
2608,187,66,6/3/2006 17:40,692,30
2609,369,320,6/3/2006 17:40,1186,25
2610,281,1,6/3/2006 17:41,772,29
2611,2,200,6/3/2006 17:42,1173,29
2612,51,12,6/3/2006 17:42,624,16
2613,61,33,6/3/2006 17:43,1431,28
2614,37,293,6/3/2006 17:45,911,22
2615,153,1,6/3/2006 17:45,1190,1
2616,200,5,6/3/2006 17:45,781,29
2617,176,54,6/3/2006 17:46,1336,15
2618,41,46,6/3/2006 17:49,1210,28
2619,15,72,6/3/2006 17:50,1344,7
2620,208,3,6/3/2006 17:50,1490,22
2621,97,5,6/3/2006 17:51,1071,22
2622,256,1,6/3/2006 17:51,816,20
2623,89,91,6/3/2006 17:53,717,11
2624,251,9,6/3/2006 17:53,929,13
2625,334,302,6/3/2006 17:54,887,11
2626,338,332,6/3/2006 17:55,1745,21
2627,358,30,6/3/2006 17:56,1932,30
2628,172,375,6/3/2006 17:59,928,9
2629,156,101,6/3/2006 18:01,1410,21
2630,102,75,6/3/2006 18:03,1444,8
2631,169,61,6/3/2006 18:03,1287,4
2632,348,5,6/3/2006 18:05,796,15
2633,30,5,6/3/2006 18:06,1104,18
2634,121,21,6/3/2006 18:07,1056,28
2635,302,24,6/3/2006 18:07,1430,15
2636,65,4,6/3/2006 18:08,1010,9
2637,240,269,6/3/2006 18:09,1095,17
2638,320,369,6/3/2006 18:10,1041,16
2639,224,71,6/3/2006 18:11,910,24
2640,352,32,6/3/2006 18:12,1767,16
2641,166,154,6/3/2006 18:13,1212,11
2642,175,0,6/3/2006 18:14,1676,30
2643,267,5,6/3/2006 18:15,1323,30
2644,249,138,6/3/2006 18:16,877,28
2645,154,48,6/3/2006 18:17,1060,13
2646,39,14,6/3/2006 18:18,713,10
2647,350,19,6/3/2006 18:18,1584,24
2648,144,54,6/3/2006 18:19,1328,16
2649,140,0,6/3/2006 18:20,1082,15
2650,248,336,6/3/2006 18:21,852,16
2651,136,344,6/3/2006 18:23,370,29
2652,303,13,6/3/2006 18:23,1090,26
2653,130,168,6/3/2006 18:26,662,28
2654,55,164,6/3/2006 18:27,1225,27
2655,58,186,6/3/2006 18:27,1007,17
2656,155,5,6/3/2006 18:27,1099,28
2657,350,305,6/3/2006 18:28,1601,1
2658,322,146,6/3/2006 18:29,859,25
2659,380,120,6/3/2006 18:30,573,29
2660,333,375,6/3/2006 18:31,1163,4
2661,172,232,6/3/2006 18:33,1506,9
2662,173,120,6/3/2006 18:33,314,15
2663,171,51,6/3/2006 18:34,1464,13
2664,56,288,6/3/2006 18:36,939,22
2665,138,21,6/3/2006 18:37,1409,29
2666,375,333,6/3/2006 18:37,897,15
2667,123,19,6/3/2006 18:38,984,13
2668,54,161,6/3/2006 18:39,971,29
2669,8,16,6/3/2006 18:40,508,29
2670,81,142,6/3/2006 18:42,1044,10
2671,104,11,6/3/2006 18:44,998,7
2672,127,43,6/3/2006 18:44,1230,3
2673,183,17,6/3/2006 18:46,1266,1
2674,298,115,6/3/2006 18:47,1938,21
